Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1,60,RL,-0.05238865066280903,-0.16984555046091376,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.925410607653733,-0.5513116922112486,1.123295355841163,0.9371789210938147,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9136042039141178,1.3502273028219047,-0.22456278586320144,PConc,0.7166738578365618,0.13485938353624233,-0.5329522606623641,GLQ,-0.3337984724690368,GasA,0.943033258240192,Y,SBrkr,-0.7362966083162927,1.4161116049869416,0.8811792773227245,1.1890266959052078,-0.25135265844614885,0.9913025177738604,1.2890161435693042,0.29497702668652337,0.9486448560751894,1.358120392491748,Typ,-0.8511082254158157,-0.8763701364780554,Attchd,1.0832071591199228,RFn,0.5086231092837995,0.5963282101488926,0.28639519566108534,0.2836329944327664,Y,0,1,0,0,0,0,No Fence,No Shed,-1.5912155136653219,0.12018809349574754,WD,Normal,12.247699116372562
2,20,RL,0.8470773487057172,0.13334971550492034,Pave,No Alley,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,0.10827842138971756,2.1569512702011537,0.21398741880551933,-0.3530201853094142,Gable,CompShg,MetalSd,MetalSd,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,CBlock,0.7166738578365618,0.13485938353624233,2.502377411391256,ALQ,0.8788587513883483,GasA,0.943033258240192,Y,SBrkr,0.6919682517558424,-0.8000515298126518,-0.308445202095874,-0.7818702147698637,3.766982604870573,0.9913025177738604,-0.7240360600768456,0.29497702668652337,-0.7002871898924146,-0.12579712268583607,Typ,0.811426330661702,0.8272934088352843,Attchd,-0.04355088275448134,RFn,0.5086231092837995,0.12961265431511687,0.28639519566108534,0.2836329944327664,Y,1,0,0,0,0,0,No Fence,No Shed,-0.475190778758626,-0.6364364329148839,WD,Normal,12.109016442313738
3,60,RL,0.1275045492108962,0.568369010151552,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.925410607653733,-0.5513116922112486,1.0559392123570412,0.8893937690048063,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.6550617745853774,1.3502273028219047,-0.22456278586320144,PConc,0.7166738578365618,0.13485938353624233,0.47882429668884263,GLQ,-0.1426406834865919,GasA,0.943033258240192,Y,SBrkr,-0.5111514086990103,1.4472520705813152,1.0829905729383797,1.1890266959052078,-0.25135265844614885,0.9913025177738604,1.2890161435693042,0.29497702668652337,0.9486448560751894,-0.12579712268583607,Typ,0.811426330661702,0.8272934088352843,Attchd,0.9997436004625595,RFn,0.5086231092837995,0.9145433618537397,0.28639519566108534,0.2836329944327664,Y,0,1,0,0,0,0,No Fence,No Shed,1.0128422011169684,0.12018809349574754,WD,Normal,12.317171167298682
4,70,RL,-0.3522106504523178,0.1201673126368406,Pave,No Alley,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.925410607653733,-0.5513116922112486,-1.8403749574601942,-0.639731097843465,Gable,CompShg,Wd Sdng,Wd Shng,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,BrkTil,-0.477782571891041,1.9158827639333553,-0.5329522606623641,ALQ,-0.632482517754107,GasA,-0.09387661394246234,Y,SBrkr,-0.36691776519418884,1.16179780263289,0.8997671598136402,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,-0.7240360600768456,0.29497702668652337,0.9486448560751894,0.6161616349029561,Typ,0.811426330661702,1.3951812572730644,Detchd,0.8745482624765146,Unf,1.94912911809456,1.094865281153153,0.28639519566108534,0.2836329944327664,Y,0,1,1,0,0,0,No Fence,No Shed,-1.5912155136653219,-1.3930609593255154,WD,Abnorml,11.849404844423075
5,60,RL,1.0869349485373243,1.3619496628099526,Pave,No Alley,IR1,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.7425427939177485,-0.5513116922112486,1.0222611406149804,0.7938234648267893,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.0846493249913536,1.3502273028219047,-0.22456278586320144,PConc,0.7166738578365618,0.13485938353624233,1.4906008540400495,GLQ,0.5293984184048162,GasA,0.943033258240192,Y,SBrkr,0.280374683705498,1.9325243260936382,2.177020228117984,1.1890266959052078,-0.25135265844614885,0.9913025177738604,1.2890161435693042,1.637288215540928,0.9486448560751894,2.10007915008054,Typ,0.811426330661702,0.8272934088352843,Attchd,0.9580118211338778,RFn,1.94912911809456,2.1237609383321585,0.28639519566108534,0.2836329944327664,Y,1,1,0,0,0,0,No Fence,No Shed,2.1288669360236643,0.12018809349574754,WD,Normal,12.429220196836386
6,50,RL,1.146899348495226,1.3237206944925213,Pave,No Alley,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.7088537648742979,-0.5513116922112486,0.7865146384205542,0.5548977043817469,Gable,CompShg,VinylSd,VinylSd,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,Wood,0.7166738578365618,0.13485938353624233,-0.5329522606623641,GLQ,-0.513008899640079,GasA,0.943033258240192,Y,SBrkr,-0.947370232957495,0.6687404307219733,-0.042904023654222544,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,1.2890161435693042,-2.389645351022286,-0.7002871898924146,-0.8677558802746281,Typ,-0.8511082254158157,-0.8763701364780554,Attchd,0.6658893658331064,Unf,0.5086231092837995,0.2356843715500659,0.28639519566108534,0.2836329944327664,Y,1,1,0,1,0,0,MnPrv,Shed,1.384850446085867,0.876812619906379,WD,Normal,11.870606902224589
7,20,RL,0.5472553489162084,0.2609553752679323,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.7425427939177485,-0.5513116922112486,1.1569734275832237,1.0327492252718318,Gable,CompShg,VinylSd,VinylSd,Stone,0.8375623129350764,1.3502273028219047,-0.22456278586320144,PConc,1.9111302875641647,0.13485938353624233,1.4906008540400495,GLQ,2.145279103397046,GasA,0.943033258240192,Y,SBrkr,2.2116983491724986,-0.8000515298126518,0.8386926887720603,1.1890266959052078,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,0.29497702668652337,0.9486448560751894,0.6161616349029561,Typ,0.811426330661702,1.3951812572730644,Attchd,1.1249389384486044,RFn,0.5086231092837995,1.0630437659826684,0.28639519566108534,0.2836329944327664,Y,1,1,0,0,0,0,No Fence,No Shed,0.6408339561480698,-0.6364364329148839,WD,Normal,12.63460628389302
8,60,RL,0.8470773487057172,0.3395224963616876,Pave,No Alley,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.925410607653733,0.35144262859288555,0.11295320357933669,-0.4963756415764396,Gable,CompShg,HdBoard,HdBoard,Stone,1.2481885242218993,-0.626310254923413,-0.22456278586320144,CBlock,0.7166738578365618,0.13485938353624233,0.47882429668884263,ALQ,0.4158984811964895,GasA,0.943033258240192,Y,SBrkr,0.1466947214327366,1.7508716101264585,1.890235755401,1.1890266959052078,-0.25135265844614885,0.9913025177738604,1.2890161435693042,0.29497702668652337,-0.7002871898924146,0.6161616349029561,Typ,2.4739608867392198,0.8272934088352843,Attchd,-0.16874622074052623,RFn,0.5086231092837995,0.2568987149970557,0.28639519566108534,0.2836329944327664,Y,1,1,1,0,0,0,No Fence,Shed,1.7568586910547657,0.876812619906379,WD,Normal,12.206077645517675
9,50,RM,-0.8918902500734335,-0.7841455241134299,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.925410607653733,-0.5513116922112486,-1.3015258095872202,-1.5954341396236347,Gable,CompShg,BrkFace,Wd Shng,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,BrkTil,-0.477782571891041,0.13485938353624233,-0.5329522606623641,Unf,-0.047061788995369405,GasA,-0.09387661394246234,Y,FuseF,-0.15232624680896656,1.1514176474347653,1.0511256315253814,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,-1.0473341621678813,-0.7002871898924146,1.358120392491748,Min1,2.4739608867392198,0.8272934088352843,Detchd,-1.9214809525451548,Unf,0.5086231092837995,0.17204134120909648,-1.0366852709861334,0.2836329944327664,Y,1,0,1,0,0,0,No Fence,No Shed,-0.8471990237275246,0.12018809349574754,WD,Abnorml,11.774527900858466
10,190,RL,-0.9518546500313353,-0.4414030495433565,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.7088537648742979,0.35144262859288555,-1.032101235650733,-1.5954341396236347,Gable,CompShg,MetalSd,MetalSd,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,BrkTil,-0.477782571891041,0.13485938353624233,-0.5329522606623641,GLQ,0.06942498866580799,GasA,0.943033258240192,Y,SBrkr,0.04115790911213549,-0.8000515298126518,-0.7996963822129292,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,-0.7240360600768456,-1.0473341621678813,-0.7002871898924146,-0.8677558802746281,Typ,2.4739608867392198,0.8272934088352843,Attchd,-1.5876267179157018,RFn,-0.931882899526961,-1.2228017404304832,1.6094756623083042,0.2836329944327664,Y,0,1,0,0,0,0,No Fence,No Shed,-1.9632237586342205,0.12018809349574754,WD,Normal,11.678448377988165
11,20,RL,0.2474333491266997,0.5551866072834721,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7088537648742979,-0.5513116922112486,-0.1564713703571503,-0.8786568582885075,Hip,CompShg,HdBoard,HdBoard,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,CBlock,-0.477782571891041,0.13485938353624233,-0.5329522606623641,Rec,0.2157801708554924,GasA,0.943033258240192,Y,SBrkr,-0.08900415941660589,-0.8000515298126518,-0.8979466182363403,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,-0.7240360600768456,0.29497702668652337,-0.7002871898924146,-0.8677558802746281,Typ,-0.8511082254158157,-0.8763701364780554,Detchd,-0.5026004553699793,Unf,-0.931882899526961,-0.27345987117768944,0.28639519566108534,0.2836329944327664,Y,0,0,0,0,0,0,No Fence,No Shed,-1.5912155136653219,0.12018809349574754,WD,Normal,11.771443882099636
13,20,RL,0.3073977490846015,1.021316372698772,Pave,No Alley,IR2,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,-0.7088537648742979,0.35144262859288555,-0.2575055855833329,-1.0220123145555329,Hip,CompShg,HdBoard,Plywood,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,CBlock,-0.477782571891041,0.13485938353624233,-0.5329522606623641,ALQ,-0.16653540710939752,GasA,-1.1307864861251167,Y,SBrkr,-0.5392945586511707,-0.8000515298126518,-1.237839326641654,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,-0.7240360600768456,-1.0473341621678813,-0.7002871898924146,-1.6097146378634202,Typ,-0.8511082254158157,-0.8763701364780554,Detchd,-0.6277957933560242,Unf,-0.931882899526961,-0.44317461875360786,0.28639519566108534,0.2836329944327664,Y,1,0,0,0,1,0,No Fence,No Shed,1.0128422011169684,0.12018809349574754,WD,Normal,11.87757552297847
14,20,RL,1.5066857482426366,0.41070747184931816,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,0.925410607653733,-0.5513116922112486,1.2243295710673456,1.1283195294498487,Gable,CompShg,VinylSd,VinylSd,Stone,1.7500650046835717,1.3502273028219047,-0.22456278586320144,PConc,0.7166738578365618,0.13485938353624233,1.4906008540400495,Unf,1.5718057364497113,GasA,0.943033258240192,Y,SBrkr,1.5081196003684911,-0.8000515298126518,0.30761033188875736,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,0.29497702668652337,0.9486448560751894,0.6161616349029561,Typ,0.811426330661702,1.3951812572730644,Attchd,1.2084024971059677,RFn,1.94912911809456,2.1449752817791485,0.28639519566108534,0.2836329944327664,Y,1,1,0,0,0,0,No Fence,No Shed,0.6408339561480698,-0.6364364329148839,New,Partial,12.540761149388421
15,20,RL,0.42732654900040495,0.4813651512222256,Pave,No Alley,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.10827842138971756,-0.5513116922112486,-0.3248617290674547,-1.1175826187335498,Hip,CompShg,MetalSd,MetalSd,BrkFace,1.0352712294805837,-0.626310254923413,-0.22456278586320144,CBlock,-0.477782571891041,0.13485938353624233,-0.5329522606623641,BLQ,0.851977187312692,GasA,-1.1307864861251167,Y,SBrkr,0.660307208059662,-0.8000515298126518,-0.33234390815562265,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,1.2890161435693042,-1.0473341621678813,-0.7002871898924146,-0.8677558802746281,Typ,0.811426330661702,0.25940556039750445,Attchd,-0.7112593520133874,RFn,-0.931882899526961,-0.44317461875360786,0.28639519566108534,0.2836329944327664,Y,0,1,1,0,0,0,GdWo,No Shed,-0.475190778758626,0.12018809349574754,WD,Normal,11.964007453736913
16,45,RM,-0.8918902500734335,-0.7841455241134299,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,0.925410607653733,2.1569512702011537,-1.3688819530713419,0.8416086169157978,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,BrkTil,-0.477782571891041,0.13485938353624233,-0.5329522606623641,Unf,-0.4054826433374537,GasA,0.943033258240192,Y,FuseA,-0.7433323958043329,-0.8000515298126518,-1.391853210137812,-0.7818702147698637,-0.25135265844614885,-0.9235346191025153,-0.7240360600768456,-1.0473341621678813,-0.7002871898924146,-0.8677558802746281,Typ,-0.8511082254158157,-0.8763701364780554,Detchd,0.5824258071757431,Unf,0.5086231092837995,0.7448286142778212,0.28639519566108534,0.2836329944327664,Y,1,1,0,0,0,0,GdPrv,No Shed,0.2688257111791712,-0.6364364329148839,WD,Normal,11.790564777297387
17,20,RL,0.42732654900040495,0.5659961776352975,Pave,No Alley,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,0.10827842138971756,1.2541969493970198,0.01191898835315407,-0.639731097843465,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.7919371783476516,-0.626310254923413,-0.22456278586320144,CBlock,-0.477782571891041,0.13485938353624233,-0.5329522606623641,ALQ,0.10825391455286712,GasA,0.943033258240192,Y,SBrkr,-0.21564833420132723,-0.8000515298126518,-0.9935414424753348,1.1890266959052078,-0.25135265844614885,-0.9235346191025153,-0.7240360600768456,-1.0473341621678813,-0.7002871898924146,-0.8677558802746281,Typ,0.811426330661702,0.8272934088352843,Attchd,-0.29394155872657113,Fin,0.5086231092837995,0.2356843715500659,0.28639519566108534,0.2836329944327664,Y,0,0,0,0,0,0,No Fence,Shed,-1.2192072686964233,1.6334371463170105,WD,Normal,11.91170829631447
18,90,RL,0.3673621490425032,0.4473545518225799,Pave,No Alley,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,-1.5259859511383134,-0.5513116922112486,-0.08911522687302856,-0.7830865541104904,Gable,CompShg,MetalSd,MetalSd,None,-0.5768168592750915,-0.626310254923413,-0.22456278586320144,Slab,-4.061151861073849,-5.208210757655096,-1.5447288180135708,No Basement,-2.8905339001092383,GasA,-1.1307864861251167,Y,SBrkr,0.8115766390525236,-0.8000515298126518,-0.21816120142571252,-0.7818702147698637,-0.25135265844614885,0.9913025177738604,-0.7240360600768456,-1.0473341621678813,-0.7002871898924146,-0.12579712268583607,Typ,-0.8511082254158157,-0.8763701364780554,CarPort,-0.419136896712616,Unf,0.5086231092837995,0.42661346257297417,0.28639519566108534,0.2836329944327664,Y,0,0,0,0,0,0,No Fence,Shed,1.384850446085867,-1.3930609593255154,WD,Normal,11.407576060361786
