Id,Fence__4,Exterior1st__9,LandSlope__1,KitchenQual,MoSold__4,Heating__2,RoofStyle__2,Neighborhood__9,LandContour__1,MSSubClass__3,HouseStyle__3,RoofMatl__2,GarageFinish__3,SaleType__1,HouseStyle__2,ExterCond,Fence__1,GarageCond,HalfBath,MoSold__8,Functional__3,Neighborhood__18,GrLivArea,Exterior1st__2,Condition1__1,Neighborhood__6,MSSubClass__10,Exterior2nd__3,Fence__3,BsmtFinType1__4,Exterior1st__4,Exterior2nd__4,GarageType__4,LotShape__2,PavedDrive__1,Functional__2,Alley__2,MSSubClass__6,PavedDrive__2,Exterior2nd__9,RoofStyle__5,HouseStyle__5,BsmtFinType1__5,Exterior2nd__11,Exterior1st__7,BsmtFinType1__1,Alley__1,MSSubClass__5,MSSubClass__14,Neighborhood__13,Exterior2nd__8,Condition1__4,Exterior2nd__10,MoSold__10,MSSubClass__8,OverallQual,OverallQual,GarageType__5,MSSubClass__11,MoSold__2,MSSubClass__4,Exterior2nd__7,TotalBsmtSF,LotShape__1,MoSold__3,MoSold__7,Neighborhood__2,Functional__5,Neighborhood__10,SaleType__5,Electrical__1,Neighborhood__16,SaleType__8,SaleType__7,Functional__4,Exterior1st__1,Exterior2nd__2,Neighborhood__14,BedroomAbvGr,2ndFlrSF,GarageFinish__1,FireplaceQu,RoofStyle__1,Condition2__3,Electrical__3,RoofStyle__3,SaleType__3,Exterior2nd__14,Foundation__4,Neighborhood__5,HouseStyle__4,MSZoning__3,Exterior1st__6,MSSubClass__13,MoSold__1,BsmtFinType1__3,SaleCondition__2,Exterior1st__8,Condition1__7,LotShape__3,LotArea,Condition1__3,BsmtFinType1__2,Neighborhood__15,Exterior2nd__6,BldgType__4,Neighborhood__23,LotFrontage,Neighborhood__11,MasVnrArea,SaleCondition__5,GarageType__2,Condition1__2,MasVnrType__3,Neighborhood__19,LotConfig__4,MSSubClass__15,Neighborhood__1,GarageQual,BsmtFinType1__6,BldgType__1,OverallCond,Exterior1st__5,Neighborhood__21,LotConfig__2,Exterior2nd__1,Condition1__6,HouseStyle__6,BsmtHalfBath,ExterQual,FullBath,Foundation__3,SaleCondition__4,GarageType__6,HouseStyle__1,Exterior1st__3,SaleType__2,Condition2__2,Condition2__4,MasVnrType__1,Exterior2nd__12,GarageType__3,MSSubClass__12,LotConfig__1,Neighborhood__20,SaleType__6,Exterior2nd__5,Heating__3,GarageFinish__2,MoSold__9,YearBuilt,TotRmsAbvGrd,BsmtFullBath,RoofMatl__3,MoSold__11,MasVnrType__2,Neighborhood__8,BsmtExposure,LotConfig__3,MSSubClass__2,Fence__2,Functional__1,Exterior1st__11,LandContour__2,MoSold__6,GarageCars,Neighborhood__12,MSZoning__2,GarageType__1,Fireplaces,BldgType__2,Neighborhood__3,GarageArea,MSZoning__4,Condition1__5,SaleCondition__1,YrSold,Heating__1,HeatingQC,MSSubClass__7,Foundation__1,LandContour__3,MoSold__5,RoofMatl__1,Electrical__2,MSZoning__1,Foundation__2,BldgType__3,SaleCondition__3,1stFlrSF,Foundation__5,Exterior1st__12,BsmtQual,Condition2__1,SaleType__4,RoofStyle__4,MasVnrType__4,MSSubClass__1,LandSlope__2,Exterior1st__10,BsmtCond,GarageYrBlt,YearRemodAdd,MSSubClass__9,SalePrice
1,0,0,0,0.9612952113800276,0,0,1,0,0,0,0,0,1,1,0,-0.2307170881841453,0,0.2881724612677617,1.3409392112168501,0,0,0,1.0097700733432058,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9243095519901536,0.9243095519901536,0,0,0,1,0,-0.3115324395876765,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3332889267808367,1.5269247574926104,0,-0.8503757334571896,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.13786120830772758,0,0,0,0,0,0,0.0023203869593828555,0,1.001901534237971,0,0,1,0,0,0,0,0,0.30472826908537903,0,1,-0.5528264124431231,0,0,1,0,0,0,-0.25937554812958963,1.3415397523106067,0.9994015151088947,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.1318784336148606,1.4922867999036815,1.1851299555093946,0,0,0,0,-0.5299418797157507,0,0,0,1,0,1,0,0.5311859777593461,0,1,0,-0.8306984356853351,0,0,0.6287276763624351,0,0,0,0.14389725754717525,0,0.9438946298625784,0,1,0,0,1,0,0,0,0,0,-0.7057784489630565,0,0,0.7252673386370082,1,0,0,0,0,0,0,0.150978223076785,1.0698863220460753,0.9629519699020352,0,12.247699116372562
2,0,0,0,-0.6918569119896399,0,0,0,0,0,0,0,1,1,0,1,-0.2307170881841453,0,0.2881724612677617,-0.7041422685728658,0,0,0,-0.2672859273837318,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12031440506325805,0.12031440506325805,0,0,0,0,0,0.8662584245832345,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.3332889267808367,-0.7896048694403706,0,0.8711866163856781,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.18705271873008256,0,0,0,1,0,0,0.9099195688439704,0,-0.5580414751456682,0,1,0,1,0,0,0,0,0.30472826908537903,0,0,2.126427251094356,0,0,0,0,0,0,3.7039489102327385,-0.6125305972905739,0.9994015151088947,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2290601817334302,-0.07376570795674366,-0.7837943957835677,0,0,0,0,2.516377376126308,0,0,1,0,0,0,1,0.5311859777593461,0,0,0,0.8496097828721008,1,0,0.15712048630741066,0,1,0,-0.6198406204523111,0,0.9438946298625784,0,0,0,0,0,1,0,0,0,0,0.6943644824749485,0,0,0.7252673386370082,0,0,0,0,0,1,0,0.150978223076785,-0.0114298464840162,-0.31545114439319544,0,12.109016442313738
3,0,0,0,0.9612952113800276,0,0,1,0,0,0,0,0,1,1,0,-0.2307170881841453,0,0.2881724612677617,1.3409392112168501,0,0,0,1.2264135020379543,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9243095519901536,0.9243095519901536,0,0,0,1,0,-0.12587082553117826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3332889267808367,1.5594755250841743,0,0.8711866163856781,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6532335705669406,0,0,0,0,0,0,0.18384022333630035,0,0.7312991754673396,0,0,1,0,0,0,0,0,0.30472826908537903,0,1,-0.5528264124431231,0,0,1,0,0,0,-0.25937554812958963,1.3415397523106067,0.9994015151088947,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0650030075495691,-0.07376570795674366,1.1851299555093946,0,0,0,0,0.4854978722316022,0,0,0,1,0,1,0,0.5311859777593461,0,1,0,0.8496097828721008,0,0,0.9502780332181334,0,0,0,0.14389725754717525,0,0.9438946298625784,0,1,0,0,1,0,0,0,0,0,-0.4850662627265237,0,0,0.7252673386370082,1,0,0,0,0,0,0,0.150978223076785,0.9897888280808832,0.9156037064096192,0,12.317171167298682
4,0,0,0,0.9612952113800276,0,0,1,0,0,0,0,0,0,1,0,-0.2307170881841453,0,0.2881724612677617,-0.7041422685728658,0,0,0,1.0297240733545645,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9243095519901536,0.9243095519901536,1,0,0,0,0,-0.6016287115509551,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3332889267808367,1.2610934888281695,1,1.4450407329999673,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.17292602625017778,0,0,0,0,0,0,-0.300212673668813,0,-0.5580414751456682,0,0,1,1,0,0,1,1,0.30472826908537903,0,1,-0.5528264124431231,0,0,0,0,0,0,-0.25937554812958963,-0.6125305972905739,-0.9263528903097704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.8106403132579492,0.7092605459734691,1.1851299555093946,0,0,0,0,-0.5299418797157507,0,0,0,1,0,1,0,1.964611355312407,0,1,0,0.8496097828721008,0,0,1.1324899021030292,0,0,0,-1.3835784984517976,0,-0.09960915679194997,0,0,0,0,1,0,0,0,0,0,-0.34367251841874485,1,0,-0.4487652830837625,1,0,0,0,0,0,0,1.8839770611686832,0.8696425871330953,-0.5995407253476911,0,11.849404844423075
5,0,1,0,0.9612952113800276,1,0,1,0,0,0,0,0,1,0,0,-0.2307170881841453,0,0.2881724612677617,1.3409392112168501,0,0,0,2.4008489312779058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.7283046989170494,1.7283046989170494,0,0,0,1,0,0.5268457863861986,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1.7023987475808848,2.066724986719382,0,0.8711866163856781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5036604578572088,0,0,0,0,0,0,1.1519460173465272,0,2.22757104161083,0,0,0,0,0,0,0,0,0.30472826908537903,0,1,-0.5528264124431231,0,0,1,1,0,0,-0.25937554812958963,1.3415397523106067,0.9994015151088947,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0315652945169238,2.2753130538338944,1.1851299555093946,0,0,0,0,1.500937624178955,0,0,0,0,0,1,0,1.964611355312407,0,1,0,0.8496097828721008,0,0,2.172169389269788,0,0,0,0.14389725754717525,0,0.9438946298625784,0,1,0,0,0,0,0,0,0,0,0.290875017011287,0,0,0.7252673386370082,0,0,0,0,0,0,0,0.150978223076785,0.9497400810982872,0.8209071794247873,0,12.429220196836386
6,1,0,1,-0.6918569119896399,0,0,0,0,1,0,0,0,0,0,0,-0.2307170881841453,0,0.2881724612677617,1.3409392112168501,0,0,0,0.01777121563567394,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.6836807418636376,-0.6836807418636376,0,0,0,0,0,-0.4855902027656437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.404930714819259,0.7457063352950709,0,-0.8503757334571896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.462693049665485,0,0,1,0,0,0,1.212452629472166,0,-0.5580414751456682,0,0,0,0,0,0,0,0,0.30472826908537903,0,0,-0.5528264124431231,0,0,0,0,0,1,-0.25937554812958963,-0.6125305972905739,-0.9263528903097704,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.7975013032884049,-0.8567919618869564,1.1851299555093946,0,0,1,0,-0.5299418797157507,0,0,0,0,0,0,0,0.5311859777593461,0,0,0,-0.8306984356853351,0,0,0.26430393859264345,0,0,1,0.9076351355466616,1,0.9438946298625784,0,0,0,0,0,0,1,0,0,0,-0.9126961235598059,0,0,0.7252673386370082,0,0,0,0,1,0,0,0.150978223076785,0.6693988522201154,0.5841658619627076,0,11.870606902224589
7,0,1,0,0.9612952113800276,1,0,1,0,0,0,0,0,1,0,0,-0.2307170881841453,0,0.2881724612677617,-0.7041422685728658,0,0,0,0.9641609304601009,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1.7283046989170494,1.7283046989170494,0,0,0,0,0,2.096266617707536,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.3332889267808367,-0.7896048694403706,0,1.4450407329999673,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3237991019355609,0,0,0,0,0,0,0.6073865082157744,0,0.9223126051877852,0,0,0,0,0,0,0,0,0.30472826908537903,0,1,-0.5528264124431231,0,0,1,1,0,0,-0.25937554812958963,1.3415397523106067,0.9994015151088947,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.1653161466475062,0.7092605459734691,1.1851299555093946,0,0,0,0,1.500937624178955,0,0,0,0,0,1,0,0.5311859777593461,0,1,0,0.8496097828721008,0,0,1.1003348664174597,0,0,0,-0.6198406204523111,0,0.9438946298625784,0,1,0,0,0,0,0,0,0,0,2.184171739571545,0,0,1.8992999603577787,0,0,0,0,0,0,0,0.150978223076785,1.1099350690286711,1.0576484968868671,0,12.63460628389302
8,0,0,0,-0.6918569119896399,0,0,1,0,0,0,0,0,1,1,0,-0.2307170881841453,0,0.2881724612677617,1.3409392112168501,0,0,0,2.0929872168169483,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.9243095519901536,0.9243095519901536,0,0,0,1,0,0.4166092030401528,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.3332889267808367,1.8768455091019247,0,0.8711866163856781,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4079941891157935,0,0,0,0,0,0,0.9099195688439704,0,1.3520928220587878,0,0,1,0,0,0,0,0,0.30472826908537903,0,1,0.34025814206936983,0,0,0,0,0,0,-0.25937554812958963,-0.6125305972905739,0.9994015151088947,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.12874704263549352,0.7092605459734691,1.1851299555093946,0,0,0,0,0.4854978722316022,0,0,0,1,0,1,0,0.5311859777593461,0,1,0,2.5299180014295373,0,0,0.28574062904969,0,0,0,0.9076351355466616,0,0.9438946298625784,0,0,0,0,1,0,0,0,0,0,0.1598271564333456,0,0,0.7252673386370082,1,0,0,0,0,0,0,0.150978223076785,-0.13157608743180413,-0.4574959348704433,0,12.206077645517675
9,0,0,0,-0.6918569119896399,0,0,1,0,0,0,0,0,0,1,0,-0.2307170881841453,0,0.2881724612677617,-0.7041422685728658,1,0,0,1.1922066448756257,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9243095519901536,0.9243095519901536,1,0,0,0,0,-0.03304001850292907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.0358208940192113,1.250243232964315,1,0.8711866163856781,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.7961650778712908,0,0,0,0,0,1,-0.8447721827995655,0,-0.5580414751456682,0,0,1,1,0,0,0,0,-1.0244410355252105,0,1,-0.5528264124431231,0,0,1,0,0,1,-0.25937554812958963,-0.6125305972905739,0.9994015151088947,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.2756369047356204,1.4922867999036815,-0.7837943957835677,0,0,0,0,-0.5299418797157507,0,0,0,1,0,1,0,0.5311859777593461,0,0,0,2.5299180014295373,0,0,0.19999386722150372,1,0,0,0.14389725754717525,0,-0.09960915679194997,0,0,0,0,1,0,0,0,0,0,-0.13330621591204952,1,0,-0.4487652830837625,1,0,0,0,0,0,0,0.150978223076785,-1.8136234607008352,-1.5465059951960098,1,11.774527900858464
10,0,0,1,-0.6918569119896399,0,0,0,0,1,0,0,0,0,0,0,-0.2307170881841453,1,0.2881724612677617,-0.7041422685728658,0,0,0,-0.7946416419696324,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-0.6836807418636376,-0.6836807418636376,0,0,0,0,0,0.08009752756274957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0358208940192113,-0.7896048694403706,0,0.8711866163856781,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.42887107339376623,0,0,0,0,0,0,-0.9052787949252046,0,-0.5580414751456682,0,0,0,0,0,1,0,0,1.6338975736959684,0,0,0.34025814206936983,0,0,0,0,0,0,-0.25937554812958963,-0.6125305972905739,-0.9263528903097704,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.0081352004744557,-0.8567919618869564,1.1851299555093946,0,0,1,0,-0.5299418797157507,0,0,0,0,0,0,0,-0.9022393997937148,0,0,0,2.5299180014295373,0,0,-1.2094685303293078,0,0,1,0.14389725754717525,1,0.9438946298625784,0,0,0,0,0,0,1,0,0,0,0.05636831913497086,1,0,-0.4487652830837625,0,0,0,0,0,0,0,0.150978223076785,-1.4932334848400677,-1.5465059951960098,0,11.678448377988165
