Id,GarageYrBlt,YearBuilt,TotalBaths,LotArea,FireplaceQu,GarageCond,TotalSF,TotalSF,BedroomAbvGr,TotRmsAbvGrd,GrLivArea,BsmtQual,YearRemodAdd,YrSold,ExterCond,CarCapacity,BsmtExposure,OverallQual,HeatingQC,ExterQual,Fireplaces,BsmtCond,LotFrontage,GarageQual,OverallCond,MasVnrArea,KitchenQual,SalePrice,LotConfig,LotShape,Foundation,MSZoning,SaleType,MasVnrType,SaleCondition,Condition1,Exterior1st,Neighborhood,Exterior2nd,Electrical,MSSubClass,Fence,BsmtFinType1,BldgType,GarageType,GarageFinish,MoSold,HouseStyle,RoofStyle
1,1.0015331968862695,1.0469140499179068,1.5901578110414831,-0.21563645899639225,0.0010438362450509826,0.12758014784649002,0.030273701856673507,0.030273701856673507,0.16963124030871848,0.9920243555347904,0.4262531421553333,0.6166689300833305,0.897741460306318,0.15747704540379245,-0.2301713547281457,0.15776233195619774,-0.6480119204930129,0.6492047270274337,0.8864324854613941,1.0437502187073695,-0.9246099128032372,-0.009719039964678251,-0.2091331937483711,0.15350177661027742,-0.5072951451971113,0.533830568655786,0.7415185647591002,12.247699116372562,4,4,1,4,7,4,1,2,1,7,3,3,4,1,1,1,3,1,1,1,2
2,-0.08453294123186057,0.15539236933668787,0.3508419812948667,-0.06755774495867936,-0.8057828263039846,0.12758014784649002,-0.02350210874843681,-0.02350210874843681,0.16963124030871848,-0.2865360956207669,-0.4753380628535122,0.6166689300833305,-0.3946516765164436,-0.6027929287640905,-0.2301713547281457,-0.08103220402020764,2.2605550384519835,-0.061945154269334515,0.8864324854613941,-0.6835912329105025,0.6275849667213683,-0.009719039964678251,0.4981922185503914,0.15350177661027742,2.1871905440465613,-0.5671527197050025,-0.7710975407421373,12.109016442313738,2,4,2,4,7,3,1,6,5,19,4,3,5,1,7,1,3,1,5,6,2
3,0.921083853321964,0.9808754069118908,1.5901578110414831,0.14490301866064778,-0.8057828263039846,0.12758014784649002,0.20952640387370786,0.20952640387370786,0.16963124030871848,-0.2865360956207669,0.5792016501479054,0.6166689300833305,0.8498750478314009,0.15747704540379245,-0.2301713547281457,0.3205767883037469,0.32151039915531915,0.6492047270274337,0.8864324854613941,1.0437502187073695,0.6275849667213683,-0.009719039964678251,-0.06766811128861862,0.15350177661027742,-0.5072951451971113,0.3428436716952412,0.7415185647591002,12.317171167298682,4,3,1,4,7,4,1,2,1,7,3,3,4,1,1,1,3,1,1,1,2
4,0.8004098379755049,-1.858786242346807,-0.26881593357844163,-0.07399594991684079,1.015652666408371,0.12758014784649002,-0.08880130734035646,-0.08880130734035646,0.16963124030871848,0.3527441299570118,0.4403405047335965,-0.8366880209714862,-0.6818501513659462,-1.3630629029319734,-0.2301713547281457,1.2838956550267457,-0.6480119204930129,0.6492047270274337,-0.1575243512128483,-0.6835912329105025,0.6275849667213683,3.433353252069121,-0.444908331181292,0.15350177661027742,-0.5072951451971113,-0.5671527197050025,0.7415185647591002,11.849404844423075,1,3,4,4,7,3,4,2,8,13,8,3,6,1,7,1,1,2,1,1,2
5,0.8808591815398109,0.9478560854088826,1.5901578110414831,0.5324829571419658,-0.8057828263039846,0.12758014784649002,1.0251261980512143,1.0251261980512143,1.3849744755426805,1.6313045811125693,1.4083435618971116,0.6166689300833305,0.7541422228815666,0.15747704540379245,-0.2301713547281457,2.0735457683123597,1.2910327188036514,1.360354608324202,0.8864324854613941,1.0437502187073695,0.6275849667213683,-0.009719039964678251,0.6868123284967281,0.15350177661027742,-0.5072951451971113,1.3988888666535486,0.7415185647591002,12.429220196836386,2,2,1,4,3,2,1,4,1,18,13,3,11,2,1,1,3,1,7,5,2
6,0.5992864790647401,0.7167208348878258,0.3508419812948667,0.5138121627632977,0.0010438362450509826,0.12758014784649002,-0.4921198868786838,-0.4921198868786838,-2.2610552301592053,-0.9258163211985456,-0.27409002602118065,0.6166689300833305,0.5148101605069811,0.9177470195716754,-0.2301713547281457,-0.026760718571024588,-0.6480119204930129,-0.7730950355661027,0.8864324854613941,-0.6835912329105025,-0.9246099128032372,-0.009719039964678251,0.7339673559833122,0.15350177661027742,-0.5072951451971113,-0.5671527197050025,-0.7710975407421373,11.870606902224589,3,3,1,1,2,1,2,7,1,11,1,1,7,3,1,3,4,2,12,4,1
7,1.0417578686684228,1.079933371420915,0.9704998961681752,-0.005235920963676729,1.015652666408371,0.12758014784649002,1.0725001264414304,1.0725001264414304,0.16963124030871848,0.3527441299570118,0.39405345626216026,2.070025881138147,0.993474285256152,-0.6027929287640905,-0.2301713547281457,0.3965568679326032,1.2910327188036514,1.360354608324202,0.8864324854613941,1.0437502187073695,0.6275849667213683,-0.009719039964678251,0.2624170811174705,0.15350177661027742,-0.5072951451971113,0.4776579519026846,0.7415185647591002,12.63460628389302,4,4,1,4,3,5,1,4,1,1,13,2,2,2,1,2,3,1,7,6,2
8,-0.2052069565783195,0.056334404827663526,1.5901578110414831,0.03313578058696538,-0.8057828263039846,0.12758014784649002,0.838191237376307,0.838191237376307,0.16963124030871848,0.3527441299570118,1.1909956821181935,0.6166689300833305,-0.5382509139411951,0.9177470195716754,-0.2301713547281457,-0.015906421481187982,0.32151039915531915,0.6492047270274337,0.8864324854613941,-0.6835912329105025,2.179779846245974,-0.009719039964678251,0.4981922185503914,0.15350177661027742,0.3908667512174463,0.7809900823694325,-0.7710975407421373,12.206077645517675,2,2,2,4,3,5,1,1,1,6,5,3,11,2,4,1,3,1,7,5,2
9,-1.8946431714287448,-1.330477098298677,-0.26881593357844163,-0.5156568100467148,-0.8057828263039846,0.12758014784649002,0.2351339327332842,0.2351339327332842,-1.0457119949252436,0.9920243555347904,0.5550518857280256,-0.8366880209714862,-1.6391784008642882,0.15747704540379245,-0.2301713547281457,-0.059323609840534426,-0.6480119204930129,0.6492047270274337,-0.1575243512128483,-0.6835912329105025,2.179779846245974,-0.009719039964678251,-0.8693035785605494,-3.916012474989757,-0.5072951451971113,-0.5671527197050025,-0.7710975407421373,11.774527900858464,4,4,4,5,7,3,4,8,9,20,8,3,7,1,4,1,5,2,3,4,2
10,-1.5728457971715206,-1.0663225262746123,-0.26881593357844163,-0.3482634811345177,-0.8057828263039846,0.12758014784649002,-0.6073537667467773,-0.6073537667467773,-1.0457119949252436,-0.9258163211985456,-0.8476469309933258,-0.8366880209714862,-1.6391784008642882,0.15747704540379245,-0.2301713547281457,-1.0511350064243543,-0.6480119204930129,-0.7730950355661027,0.8864324854613941,-0.6835912329105025,2.179779846245974,-0.009719039964678251,-0.9164586060471336,4.223016028210312,0.3908667512174463,-0.5671527197050025,-0.7710975407421373,11.678448377988165,1,1,4,1,2,1,2,8,12,15,4,1,1,1,1,5,4,1,1,7,1
