Id,HeatingQC,Exterior2nd__ImStucc,Neighborhood__NridgHt,BsmtQual,Neighborhood__Veenker,LandContour__HLS,MSSubClass__80,Exterior2nd__Brk Cmn,HouseStyle__SFoyer,GarageType__CarPort,LotConfig__CulDSac,HouseStyle__2Story,GarageType__BuiltIn,Neighborhood__CollgCr,MSSubClass__120,Exterior2nd__AsphShn,Exterior1st__AsphShn,Neighborhood__Gilbert,SaleType__Con,MSSubClass__40,SaleType__Oth,ExterQual,Fireplaces,LotFrontage,HouseStyle__2.5Unf,LotShape__Reg,MoSold__5,Neighborhood__Blueste,Neighborhood__BrkSide,HouseStyle__1Story,SaleType__CWD,MSSubClass__85,ExterCond,Neighborhood__Mitchel,Neighborhood__NWAmes,GarageType__No Garage,Fence__MnPrv,Exterior1st__HdBoard,LotArea,Exterior2nd__Wd Shng,FireplaceQu,MSZoning__RL,RoofStyle__Hip,MSSubClass__160,HouseStyle__1.5Unf,Neighborhood__Sawyer,Neighborhood__Crawfor,SaleCondition__Partial,Alley__Pave,Exterior1st__Stucco,SaleCondition__Normal,LotConfig__FR2,TotRmsAbvGrd,RoofMatl__WdShngl,SaleType__WD,MoSold__8,Condition1__RRNn,Neighborhood__NoRidge,BsmtHalfBath,RoofMatl__Tar&Grv,RoofStyle__Gambrel,Heating__GasW,Heating__Grav,Exterior2nd__Plywood,MoSold__10,LandSlope__Mod,PavedDrive__Y,BsmtFinType1__Unf,Neighborhood__IDOTRR,Foundation__Slab,Electrical__FuseF,GarageFinish__No Garage,MSSubClass__90,FullBath,Condition2__PosN,Exterior1st__VinylSd,LotShape__IR3,SaleType__ConLw,Fence__MnWw,BldgType__2fmCon,Neighborhood__OldTown,RoofStyle__Shed,YearBuilt,WoodDeckSF__1,Functional__Min2,Exterior1st__CemntBd,MoSold__11,LandSlope__Sev,Exterior1st__WdShing,Neighborhood__NPkVill,BsmtCond,BedroomAbvGr,Condition1__Feedr,Exterior2nd__Stone,MasVnrType__None,Condition2__PosA,MSZoning__FV,SaleType__ConLD,OverallCond,SaleType__ConLI,OpenPorchSF__1,MoSold__9,Foundation__Stone,Fence__No Fence,SaleCondition__Alloca,GrLivArea,Neighborhood__Edwards,BsmtExposure,YearRemodAdd,Foundation__Wood,MasVnrArea,Exterior2nd__CmentBd,BsmtFullBath,Foundation__PConc,GarageType__Attchd,TotalBsmtSF,CentralAir__Y,Neighborhood__ClearCr,LotConfig__FR3,HouseStyle__SLvl,MoSold__6,LandContour__Lvl,Exterior1st__Wd Sdng,Neighborhood__BrDale,MSZoning__RH,Exterior1st__BrkComm,Neighborhood__SawyerW,Electrical__SBrkr,Exterior2nd__CBlock,RoofStyle__Gable,GarageType__Basment,OverallQual,RoofStyle__Mansard,Exterior1st__Plywood,SaleCondition__Family,MoSold__2,Functional__Typ,Neighborhood__Timber,Exterior2nd__VinylSd,MSSubClass__75,MSSubClass__70,LandContour__Low,GarageType__Detchd,Exterior1st__MetalSd,BldgType__TwnhsE,1stFlrSF,Exterior2nd__MetalSd,Condition2__Norm,Exterior1st__CBlock,SaleCondition__AdjLand,HalfBath,GarageYrBlt,YrSold,EnclosedPorch__1,Heating__Wall,PoolArea__1,SaleType__New,MasVnrType__Stone,MoSold__4,BldgType__Duplex,Exterior2nd__Wd Sdng,RoofMatl__WdShake,BsmtFinType1__LwQ,Neighborhood__NAmes,Condition1__RRAn,MSSubClass__60,Condition1__PosN,KitchenQual,Foundation__CBlock,MoSold__3,Functional__Sev,Functional__Min1,GarageFinish__RFn,Neighborhood__Somerst,Condition2__Feedr,PavedDrive__P,Exterior2nd__HdBoard,GarageCars,BsmtFinType1__No Basement,MSSubClass__45,Condition1__Norm,Condition1__RRNe,GarageCond,Fence__GdWo,BsmtFinType1__BLQ,LotConfig__Inside,MasVnrType__No Masonry Veneer,MSSubClass__180,Functional__Mod,Condition1__PosA,Exterior1st__BrkFace,BsmtFinType1__GLQ,MSSubClass__50,Neighborhood__MeadowV,Exterior2nd__BrkFace,BsmtFinType1__Rec,MSSubClass__30,GarageQual,Street__Pave,MasVnrType__BrkFace,Functional__Maj2,MoSold__12,MoSold__7,Neighborhood__StoneBr,2ndFlrSF,GarageArea,Condition1__RRAe,BldgType__Twnhs,MiscFeature__Shed,GarageFinish__Unf,ScreenPorch__1,Electrical__FuseP,Exterior2nd__Stucco,MSSubClass__190,Neighborhood__SWISU,3SsnPorch__1,MSZoning__RM,Alley__No Alley,LotShape__IR2,SalePrice
1,0.8864324854613941,0,0,0.6166689300833305,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0437502187073697,-0.9246099128032373,-0.2091331937483711,0,1,0,0,0,0,0,0,-0.23017135472814573,0,0,0,0,0,-0.21563645899639222,0,0.0010438362450509826,1,0,0,0,0,0,0,0,0,1,0,0.9920243555347905,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7828917641497097,0,1,0,0,0,0,0,0,1.0469140499179068,0,0,0,0,0,0,0,-0.009719039964678251,0.16963124030871848,0,0,0,0,0,0,-0.5072951451971113,0,1,0,0,1,0,0.42625314215533333,0,-0.648011920493013,0.897741460306318,0,0.533830568655786,0,1.0906664150977632,1,1,-0.44910387194370266,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6492047270274337,0,0,0,1,1,0,1,0,0,0,0,0,0,-0.7828605316584768,0,1,0,0,1.2333142559511132,1.0015331968862697,0.15747704540379243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7415185647591002,0,0,0,0,1,0,0,0,0,0.30779574937005405,0,0,1,0,0.12758014784649,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15350177661027742,1,1,0,0,0,0,1.2101243142949023,0.35282201209872166,0,0,0,0,0,0,0,0,0,0,0,1,0,12.247699116372562
2,0.8864324854613941,0,0,0.6166689300833305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,0.6275849667213683,0.49819221855039136,0,1,1,0,0,1,0,0,-0.23017135472814573,0,0,0,0,0,-0.06755774495867936,0,-0.8057828263039846,1,0,0,0,0,0,0,0,0,1,1,-0.28653609562076693,0,1,0,0,0,3.820409315057712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7828917641497097,0,0,0,0,0,0,0,0,0.15539236933668787,1,0,0,0,0,0,0,-0.009719039964678251,0.16963124030871848,1,0,1,0,0,0,2.1871905440465613,0,0,0,0,1,0,-0.47533806285351227,0,2.2605550384519835,-0.3946516765164436,0,-0.5671527197050025,0,-0.8183271421801944,0,1,0.4963302171290791,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.06194515426933451,0,0,0,0,1,0,0,0,0,0,0,1,0,0.271272575706313,1,1,0,0,-0.7558142674744655,-0.08453294123186057,-0.6027929287640905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7710975407421373,1,0,0,0,1,0,0,0,0,0.30779574937005405,0,0,0,0,0.12758014784649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350177661027742,1,0,0,0,0,0,-0.784855690030181,-0.05693830073366551,0,0,0,0,0,0,0,0,0,0,0,1,0,12.109016442313738
3,0.8864324854613941,0,0,0.6166689300833305,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1.0437502187073697,0.6275849667213683,-0.06766811128861863,0,0,0,0,0,0,0,0,-0.23017135472814573,0,0,0,0,0,0.14490301866064778,0,-0.8057828263039846,1,0,0,0,0,0,0,0,0,1,0,-0.28653609562076693,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7828917641497097,0,1,0,0,0,0,0,0,0.9808754069118907,0,0,0,0,0,0,0,-0.009719039964678251,0.16963124030871848,0,0,0,0,0,0,-0.5072951451971113,0,1,1,0,1,0,0.5792016501479054,0,0.32151039915531915,0.8498750478314009,0,0.34284367169524116,0,1.0906664150977632,1,1,-0.3000699268681903,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6492047270274337,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.616691765965505,0,1,0,0,1.2333142559511132,0.9210838533219639,0.15747704540379243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7415185647591002,0,0,0,0,1,0,0,0,0,0.30779574937005405,0,0,1,0,0.12758014784649,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15350177661027742,1,1,0,0,0,0,1.2381568202104771,0.6322040435753492,0,0,0,0,0,0,0,0,0,0,0,1,0,12.317171167298682
4,-0.1575243512128483,0,0,-0.8366880209714862,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6835912329105025,0.6275849667213683,-0.44490833118129197,0,0,0,0,0,0,0,0,-0.23017135472814573,0,0,0,0,0,-0.07399594991684079,1,1.015652666408371,1,0,0,0,0,1,0,0,0,0,0,0.3527441299570118,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.027506637325749,0,0,0,0,0,0,0,0,-1.858786242346807,0,0,0,0,0,0,0,3.433353252069121,0.16963124030871848,0,0,1,0,0,0,-0.5072951451971113,0,1,0,0,1,0,0.44034050473359654,0,-0.648011920493013,-0.6818501513659462,0,-0.5671527197050025,0,1.0906664150977632,0,0,-0.6819694111241908,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0.6492047270274337,0,0,0,1,1,0,0,0,1,0,1,0,0,-0.5102399004434449,0,1,0,0,-0.7558142674744655,0.8004098379755049,-1.3630629029319734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7415185647591002,0,0,0,0,0,0,0,0,0,1.6199776282634428,0,0,1,0,0.12758014784649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350177661027742,1,0,0,0,0,0,0.9811921826510402,0.7905205280787716,0,0,0,1,0,0,0,0,0,0,0,1,0,11.849404844423075
5,0.8864324854613941,0,0,0.6166689300833305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0437502187073697,0.6275849667213683,0.686812328496728,0,0,0,0,0,0,0,0,-0.23017135472814573,0,0,0,0,0,0.5324829571419658,0,-0.8057828263039846,1,0,0,0,0,0,0,0,0,1,1,1.6313045811125693,0,1,0,0,1,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7828917641497097,0,1,0,0,0,0,0,0,0.9478560854088826,1,0,0,0,0,0,0,-0.009719039964678251,1.3849744755426805,0,0,0,0,0,0,-0.5072951451971113,0,1,0,0,1,0,1.4083435618971116,0,1.2910327188036514,0.7541422228815666,0,1.3988888666535486,0,1.0906664150977632,1,1,0.223877536287908,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.360354608324202,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.032504699076151035,0,1,0,0,1.2333142559511132,0.8808591815398109,0.15747704540379243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7415185647591002,0,0,0,0,1,0,0,0,0,1.6199776282634428,0,0,1,0,0.12758014784649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15350177661027742,1,1,0,1,0,0,1.67499670406152,1.693855763186534,0,0,0,0,0,0,0,0,0,0,0,1,0,12.429220196836386
6,0.8864324854613941,0,0,0.6166689300833305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,-0.9246099128032373,0.7339673559833122,0,0,0,0,0,0,0,0,-0.23017135472814573,1,0,0,1,0,0.5138121627632977,0,0.0010438362450509826,1,0,0,0,0,0,0,0,0,1,0,-0.9258163211985456,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-1.027506637325749,0,1,0,0,0,0,0,0,0.7167208348878258,1,0,0,0,0,0,0,-0.009719039964678251,-2.2610552301592053,0,0,1,0,0,0,-0.5072951451971113,0,1,0,0,0,0,-0.27409002602118065,0,-0.648011920493013,0.5148101605069811,1,-0.5671527197050025,0,1.0906664150977632,0,1,-0.5888231954519956,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.7730950355661027,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.9386437494956378,0,1,0,0,1.2333142559511132,0.5992864790647401,0.9177470195716754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7710975407421373,0,0,0,0,0,0,0,0,0,0.30779574937005405,0,0,1,0,0.12758014784649,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.15350177661027742,1,0,0,0,0,0,0.5373441723211037,0.03618904309187703,0,0,1,1,0,0,0,0,0,1,0,1,0,11.870606902224589
7,0.8864324854613941,0,0,2.070025881138147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0437502187073697,0.6275849667213683,0.26241708111747053,0,1,0,0,0,1,0,0,-0.23017135472814573,0,0,0,0,0,-0.00523592096367673,0,1.015652666408371,1,0,0,0,0,0,0,0,0,1,0,0.3527441299570118,0,1,1,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7828917641497097,0,1,0,0,0,0,0,0,1.079933371420915,1,0,0,0,0,0,0,-0.009719039964678251,0.16963124030871848,0,0,0,0,0,0,-0.5072951451971113,0,1,0,0,1,0,0.39405345626216026,0,1.2910327188036514,0.9934742852561521,0,0.4776579519026846,0,1.0906664150977632,1,1,1.4836801032543487,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1.360354608324202,0,0,0,0,1,0,1,0,0,0,0,0,0,1.3929117441338725,0,1,0,0,-0.7558142674744655,1.0417578686684228,-0.6027929287640905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7415185647591002,0,0,0,0,1,1,0,0,0,0.30779574937005405,0,0,1,0,0.12758014784649,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.15350177661027742,1,0,0,0,0,0,-0.784855690030181,0.7625823249311088,0,0,0,0,0,0,0,0,0,0,0,1,0,12.63460628389302
8,0.8864324854613941,0,0,0.6166689300833305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6835912329105025,2.179779846245974,0.49819221855039136,0,0,0,0,0,0,0,0,-0.23017135472814573,0,1,0,0,1,0.03313578058696538,0,-0.8057828263039846,1,0,0,0,0,0,0,0,0,1,0,0.3527441299570118,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7828917641497097,0,0,0,0,0,0,0,0,0.05633440482766353,1,0,0,1,0,0,0,-0.009719039964678251,0.16963124030871848,0,0,0,0,0,0,0.3908667512174463,0,1,0,0,1,0,1.1909956821181935,0,0.32151039915531915,-0.538250913941195,0,0.7809900823694325,0,1.0906664150977632,0,1,0.1353886313993225,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.6492047270274337,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.13116740370635305,0,1,0,0,1.2333142559511132,-0.2052069565783195,0.9177470195716754,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-0.7710975407421373,1,0,0,0,1,0,0,0,1,0.30779574937005405,0,0,0,0,0.12758014784649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15350177661027742,1,0,0,0,0,0,1.5114737528873328,0.054814511856985534,0,0,1,0,0,0,0,0,0,0,0,1,0,12.206077645517675
9,-0.1575243512128483,0,0,-0.8366880209714862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,2.179779846245974,-0.8693035785605494,0,1,0,0,0,0,0,0,-0.23017135472814573,0,0,0,0,0,-0.5156568100467148,1,-0.8057828263039846,0,0,0,0,0,0,0,0,0,0,0,0.9920243555347905,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.7828917641497097,0,0,0,0,0,0,1,0,-1.330477098298677,1,0,0,0,0,0,0,-0.009719039964678251,-1.0457119949252436,0,0,1,0,0,0,-0.5072951451971113,0,0,0,0,1,0,0.5550518857280256,0,-0.648011920493013,-1.6391784008642882,0,-0.5671527197050025,0,-0.8183271421801944,0,0,-0.2255529543304341,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6492047270274337,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3518602956423312,0,1,0,0,-0.7558142674744655,-1.8946431714287446,0.15747704540379243,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.7710975407421373,0,0,0,1,0,0,0,0,0,0.30779574937005405,0,0,0,0,0.12758014784649,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-3.916012474989757,1,0,0,0,0,0,0.9718480140125153,-0.01968736320344849,0,0,0,1,0,0,0,0,0,0,1,1,0,11.774527900858466
10,0.8864324854613941,0,0,-0.8366880209714862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6835912329105025,2.179779846245974,-0.9164586060471336,0,1,0,0,1,0,0,0,-0.23017135472814573,0,0,0,0,0,-0.34826348113451766,0,-0.8057828263039846,1,0,0,1,0,0,0,0,0,1,0,-0.9258163211985456,0,1,0,0,0,-0.24985504837242617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.027506637325749,0,0,0,0,0,1,0,0,-1.0663225262746123,0,0,0,0,0,0,0,-0.009719039964678251,-1.0457119949252436,0,0,1,0,0,0,0.3908667512174463,0,1,0,0,1,0,-0.8476469309933258,0,-0.648011920493013,-1.6391784008642882,0,-0.5671527197050025,0,1.0906664150977632,0,1,-0.13473539405004373,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.7730950355661027,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.20905901262493357,1,0,0,0,-0.7558142674744655,-1.5728457971715206,0.15747704540379243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7710975407421373,0,0,0,0,1,0,0,0,0,-1.0043861295233347,0,0,0,0,0.12758014784649,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.223016028210312,1,0,0,0,0,0,-0.784855690030181,-1.2443119345093328,0,0,0,0,0,0,0,1,0,0,0,1,0,11.678448377988165
