Id,SalePrice
1461,118418.74009907356
1462,155666.2192911731
1463,172485.59951134303
1464,192588.17430740604
1465,197559.1028224466
1466,168835.4889873524
1467,172737.07604157648
1468,161061.19730175755
1469,191603.92947827265
1470,115237.23795912281
1471,185620.8070081461
1472,100481.007877577
1473,96986.279384792
1474,148207.54907501765
1475,120707.26940674525
1476,360589.32734739216
1477,257984.04163318127
1478,286998.7687497941
1479,281407.66025087074
1480,536127.5198986245
1481,334741.1481212829
1482,216112.78541845034
1483,179650.73547432237
1484,166779.22743292764
1485,185331.6552535412
1486,192830.47988978442
1487,327638.7257569231
1488,239333.84154662603
1489,192867.4074032503
1490,224277.18940597642
1491,192222.1774529408
1492,88014.3165036525
1493,182272.2778331722
1494,289132.414425523
1495,276549.2413184219
1496,224064.2049838732
1497,174025.7811526295
1498,158546.5931453471
1499,161039.33663036855
1500,155869.38367912886
1501,183125.51580045532
1502,153948.0436648279
1503,254581.89713073353
1504,242122.10026130074
1505,221050.34324360406
1506,199478.92079654656
1507,252651.6072712223
1508,205133.24641636596
1509,156259.47543735954
1510,140522.61222671927
1511,144949.48708069054
1512,179203.02426300055
1513,141114.38831364835
1514,153147.21087252928
1515,201734.57135100212
1516,163090.91350205702
1517,170359.9324635493
1518,140141.24875300328
1519,211793.3333343311
1520,129463.7847285998
1521,127647.65296356924
1522,181566.54451985718
1523,111474.33102111348
1524,122196.07561106217
1525,124129.75862371505
1526,112344.22788600341
1527,107788.84681426732
1528,139344.78375540383
1529,145932.9409268942
1530,174336.51240289854
1531,114212.19130944075
1532,102265.88664943374
1533,158526.16996154378
1534,120161.54418298791
1535,144909.13041213603
1536,109980.7323622663
1537,59235.91013043429
1538,153504.24351415838
1539,197777.03586949556
1540,102263.20423326446
1541,130047.29691297069
1542,134266.88582404875
1543,185465.91111962093
1544,90539.53526802454
1545,121301.23313471227
1546,139488.92156718703
1547,138376.443495048
1548,135813.75215922057
1549,120248.79201124798
1550,134443.514465736
1551,105866.0101464232
1552,136759.05003973027
1553,147715.30321661828
1554,129875.91207802188
1555,161073.7279963539
1556,80400.13434734258
1557,98524.0397521385
1558,101758.2870275849
1559,77887.81710169368
1560,135312.88171227454
1561,128450.00948073922
1562,134024.61295269674
1563,120225.43251369295
1564,156735.98688790904
1565,145098.0267198825
1566,227242.48155744947
1567,77998.99412974688
1568,235425.5957718052
1569,127415.74864566345
1570,145373.13896727754
1571,116697.87987152058
1572,140727.27028323166
1573,213027.1156623469
1574,124929.42665969016
1575,225831.71011779187
1576,250516.19128582778
1577,183196.23863214767
1578,143479.83681886096
1579,142980.71234413574
1580,189811.63953943382
1581,154110.08166251265
1582,125224.24269270009
1583,295539.9228369401
1584,220363.94787572938
1585,137065.01522563532
1586,66350.11244578919
1587,103515.47844277155
1588,151912.07687099662
1589,95326.09885960618
1590,140452.65296780455
1591,96697.25119886067
1592,114717.60310958863
1593,125599.11727740134
1594,133529.58664841947
1595,106642.24233491925
1596,235887.42386211676
1597,193847.7846014076
1598,220721.06125252135
1599,166188.87143632048
1600,166000.7201481218
1601,63897.67462560816
1602,107713.7044774116
1603,80154.42958804971
1604,257920.95671813205
1605,251098.50426044036
1606,176286.7984079912
