Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBaths,CarCapacity
1,60,RL,-0.23222286661338556,-0.2021977142715057,Pave,No Alley,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6577586652168219,-0.5172362947592913,1.0523244071310986,0.8804240832894336,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5234237513775948,1.0604451297744795,-0.2383712891212514,PConc,0.6303545073483494,-0.03962134118983347,-0.6501424543115158,GLQ,GasA,0.8928267578905983,Y,SBrkr,0.1631729980640734,0.7415209326651707,Typ,-0.9519510864697429,0.0020560398158211294,Attchd,RFn,0.1021927768655136,0.11230213656169061,Y,0,1,0,0,0,0,No Fence,No Shed,2,0.13842358460838278,WD,Normal,12.247699116372562,0.011850298700036864,1.6540966751666166,0.1721829048265968
2,20,RL,0.46650787611884287,-0.08479428054317273,Pave,No Alley,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,-0.06936908533015025,2.177447667568316,0.1579998407734264,-0.42769250894242883,Gable,CompShg,MetalSd,MetalSd,None,-0.5709990188023204,-0.6893493822090048,-0.2383712891212514,CBlock,0.6303545073483494,-0.03962134118983347,2.2656907361082994,ALQ,GasA,0.8928267578905983,Y,SBrkr,0.1631729980640734,-0.769522422430149,Typ,0.6082207166645823,-0.8521252888073861,Attchd,RFn,0.1021927768655136,0.11230213656169061,Y,1,0,0,0,0,0,No Fence,No Shed,5,-0.6141255302215196,WD,Normal,12.109016442313738,-0.04241243541026376,0.37421411769568697,-0.07669655185232346
3,60,RL,-0.0924767180669399,0.08365412437139189,Pave,No Alley,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6577586652168219,-0.5172362947592913,0.986078142956456,0.8319753206141793,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.333574903489242,1.0604451297744795,-0.2383712891212514,PConc,0.6303545073483494,-0.03962134118983347,0.32180194249508953,GLQ,GasA,0.8928267578905983,Y,SBrkr,0.1631729980640734,0.7415209326651707,Typ,0.6082207166645823,-0.8521252888073861,Attchd,RFn,0.1021927768655136,0.11230213656169061,Y,0,1,0,0,0,0,No Fence,No Shed,9,0.13842358460838278,WD,Normal,12.317171167298682,0.19272607906770559,1.6540966751666166,0.34187344347131515
4,70,RL,-0.465133114190795,-0.08989877766179588,Pave,No Alley,IR1,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.6577586652168219,-0.5172362947592913,-1.8625112165531656,-0.7183850849939538,Gable,CompShg,Wd Sdng,Wd Shng,None,-0.5709990188023204,-0.6893493822090048,-0.2383712891212514,BrkTil,-0.861690407387501,3.4769609586233075,-0.6501424543115158,ALQ,GasA,-0.14951986570443504,Y,SBrkr,0.1631729980640734,0.7415209326651707,Typ,0.6082207166645823,1.0006060436992865,Detchd,Unf,0.1021927768655136,0.11230213656169061,Y,0,1,1,0,0,0,No Fence,No Shed,2,-1.366674645051422,WD,Abnorml,11.849404844423075,-0.10830289825848595,-0.2657271610397778,1.345875797119232
5,60,RL,0.6528360741807704,0.3909448509125068,Pave,No Alley,IR1,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1.3848864157637937,-0.5172362947592913,0.9529550108691348,0.735077795263671,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3833273565189563,1.0604451297744795,-0.2383712891212514,PConc,0.6303545073483494,-0.03962134118983347,1.293746339301695,GLQ,GasA,0.8928267578905983,Y,SBrkr,1.388652679400956,0.7415209326651707,Typ,0.6082207166645823,-0.8521252888073861,Attchd,RFn,0.1021927768655136,0.11230213656169061,Y,1,1,0,0,0,0,No Fence,No Shed,12,0.13842358460838278,WD,Normal,12.429220196836386,1.0157108797405985,1.6540966751666166,2.168874909546116
6,50,RL,0.6994181236962523,0.3761418092684996,Pave,No Alley,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,-0.7964968358771225,-0.5172362947592913,0.7210930862578865,0.4928339818874002,Gable,CompShg,VinylSd,VinylSd,None,-0.5709990188023204,-0.6893493822090048,-0.2383712891212514,Wood,0.6303545073483494,-0.03962134118983347,-0.6501424543115158,GLQ,GasA,0.8928267578905983,Y,SBrkr,-2.2877863646096914,-0.769522422430149,Typ,-0.9519510864697429,0.0020560398158211294,Attchd,Unf,0.1021927768655136,0.11230213656169061,Y,1,1,0,1,0,0,MnPrv,Shed,10,0.8909726994382853,WD,Normal,11.870606902224589,-0.5152734040857405,0.37421411769568697,-0.020133038970750673
7,20,RL,0.23359762854143323,-0.03538274843490044,Pave,No Alley,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,1.3848864157637937,-0.5172362947592913,1.0854475392184197,0.977321608639942,Gable,CompShg,VinylSd,VinylSd,Stone,0.4675858549398439,1.0604451297744795,-0.2383712891212514,PConc,2.1223994220842006,-0.03962134118983347,1.293746339301695,GLQ,GasA,0.8928267578905983,Y,SBrkr,0.1631729980640734,0.7415209326651707,Typ,0.6082207166645823,1.0006060436992865,Attchd,RFn,0.1021927768655136,0.11230213656169061,Y,1,1,0,0,0,0,No Fence,No Shed,8,-0.6141255302215196,WD,Normal,12.63460628389302,1.0635137645520536,1.0141553964311518,0.4210623615055171
8,60,RL,0.46650787611884287,-0.004959945607906343,Pave,No Alley,IR1,Lvl,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.6577586652168219,0.38099169268324434,0.05863044451146283,-0.5730387969681914,Gable,CompShg,HdBoard,HdBoard,Stone,0.7691104957036982,-0.6893493822090048,-0.2383712891212514,CBlock,0.6303545073483494,-0.03962134118983347,0.32180194249508953,ALQ,GasA,0.8928267578905983,Y,SBrkr,0.1631729980640734,-0.769522422430149,Typ,2.168392519798908,-0.8521252888073861,Attchd,RFn,0.1021927768655136,0.11230213656169061,Y,1,1,1,0,0,0,No Fence,Shed,11,0.8909726994382853,WD,Normal,12.206077645517675,0.8270832802143152,1.6540966751666166,-0.008820336394436117
9,50,RM,-0.8843715598301322,-0.4400672799993453,Pave,No Alley,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.6577586652168219,-0.5172362947592913,-1.332541103156027,-1.6873603384990372,Gable,CompShg,BrkFace,Wd Shng,None,-0.5709990188023204,-0.6893493822090048,-0.2383712891212514,BrkTil,-0.861690407387501,-0.03962134118983347,-0.6501424543115158,Unf,GasA,-0.14951986570443504,Y,FuseF,-1.062306683272809,-0.769522422430149,Min1,2.168392519798908,-0.8521252888073861,Detchd,Unf,-4.034109275038615,0.11230213656169061,Y,1,0,1,0,0,0,No Fence,No Shed,4,0.13842358460838278,WD,Abnorml,11.774527900858464,0.21856547626308678,-0.2657271610397778,-0.054071146699694345
10,190,RL,-0.930953609345614,-0.307350354915143,Pave,No Alley,Reg,Lvl,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,-0.7964968358771225,0.38099169268324434,-1.0675560464574576,-1.6873603384990372,Gable,CompShg,MetalSd,MetalSd,None,-0.5709990188023204,-0.6893493822090048,-0.2383712891212514,BrkTil,-0.861690407387501,-0.03962134118983347,-0.6501424543115158,GLQ,GasA,0.8928267578905983,Y,SBrkr,-1.062306683272809,-0.769522422430149,Typ,2.168392519798908,-0.8521252888073861,Attchd,RFn,4.238494828769644,0.11230213656169061,Y,0,1,0,0,0,0,No Fence,No Shed,1,0.13842358460838278,WD,Normal,11.678448377988165,-0.6315506914649561,-0.2657271610397778,-1.0877693446104366
