Id,MSSubClass__80,MSZoning__FV,MoSold__3,MSSubClass__60,Condition2__PosN,MasVnrType__None,YearRemodAdd,Neighborhood__CollgCr,OverallQual,SaleType__CWD,SaleCondition__Normal,Neighborhood__OldTown,GarageType__Attchd,Foundation__Wood,Exterior1st__CemntBd,Neighborhood__StoneBr,RoofStyle__Shed,Neighborhood__Sawyer,MSZoning__RM,Electrical__FuseP,MSSubClass__180,ExterCond,SaleCondition__AdjLand,HeatingQC,MSSubClass__85,Neighborhood__BrkSide,Condition2__Norm,MSSubClass__190,MoSold__4,SaleType__Con,LandSlope__Sev,YrSold,SaleCondition__Alloca,MasVnrArea,RoofStyle__Gambrel,MoSold__12,Condition1__RRNn,CentralAir__Y,Exterior2nd__Stucco,MoSold__9,Condition1__PosN,Exterior2nd__Plywood,Alley__No Alley,Exterior1st__AsphShn,Neighborhood__MeadowV,LotConfig__FR2,Foundation__CBlock,Exterior1st__MetalSd,Functional__Mod,MSSubClass__90,Heating__GasW,LandContour__HLS,GarageType__No Garage,Exterior1st__Stucco,BsmtFinType1__Unf,GarageType__BuiltIn,Fence__GdWo,Condition2__PosA,RoofStyle__Hip,MasVnrType__BrkFace,Neighborhood__Mitchel,3SsnPorch__1,MoSold__10,GarageCond,BldgType__2fmCon,Neighborhood__SWISU,BldgType__TwnhsE,OverallCond,BsmtCond,LandContour__Low,GarageFinish__Unf,Fence__No Fence,MSSubClass__75,RoofMatl__WdShngl,SaleType__New,Exterior2nd__Wd Shng,ExterQual,Exterior1st__CBlock,MoSold__2,RoofMatl__Tar&Grv,Fence__MnPrv,MSSubClass__70,Condition1__RRAe,Exterior2nd__Brk Cmn,RoofStyle__Gable,BldgType__Duplex,HouseStyle__1.5Unf,BsmtFinType1__BLQ,Neighborhood__NAmes,LotConfig__Inside,SaleType__WD,Exterior2nd__ImStucc,Exterior2nd__CmentBd,Functional__Min2,MSZoning__RH,OpenPorchSF__1,HouseStyle__SLvl,PavedDrive__P,YearBuilt,Neighborhood__Crawfor,Foundation__PConc,HouseStyle__2Story,Condition1__Norm,Exterior1st__Plywood,SaleType__ConLD,Condition1__PosA,Condition1__RRAn,Fireplaces,Neighborhood__NWAmes,Exterior2nd__AsphShn,RoofStyle__Mansard,MoSold__6,Neighborhood__SawyerW,LandContour__Lvl,BsmtQual,PavedDrive__Y,SaleType__ConLI,Exterior2nd__VinylSd,EnclosedPorch__1,WoodDeckSF__1,MiscFeature__Shed,Neighborhood__Timber,LotFrontage,Condition1__RRNe,Neighborhood__IDOTRR,Street__Pave,Neighborhood__NPkVill,ScreenPorch__1,GarageFinish__RFn,HouseStyle__1Story,CarCapacity,MasVnrType__Stone,Exterior2nd__Wd Sdng,Exterior1st__WdShing,SaleType__ConLw,LotConfig__CulDSac,Functional__Sev,Functional__Maj2,Exterior2nd__CBlock,SaleType__Oth,LotConfig__FR3,Exterior1st__BrkFace,MSSubClass__40,BsmtFinType1__No Basement,TotalBaths,SaleCondition__Family,PoolArea__1,MoSold__11,Neighborhood__Blueste,LotArea,Neighborhood__BrDale,Exterior1st__Wd Sdng,Neighborhood__Veenker,Condition2__Feedr,MSSubClass__160,SaleCondition__Partial,GarageType__Detchd,GarageYrBlt,Exterior2nd__HdBoard,LandSlope__Mod,GarageType__Basment,Neighborhood__Gilbert,MoSold__8,MSZoning__RL,MasVnrType__No Masonry Veneer,Neighborhood__ClearCr,MSSubClass__30,Electrical__SBrkr,Exterior2nd__BrkFace,LotShape__IR3,BsmtFinType1__Rec,Electrical__FuseF,Fence__MnWw,LotShape__Reg,MSSubClass__45,Foundation__Slab,MoSold__7,GarageQual,Exterior2nd__MetalSd,BedroomAbvGr,Neighborhood__Edwards,HouseStyle__SFoyer,HouseStyle__2.5Unf,Exterior2nd__Stone,Foundation__Stone,BsmtFinType1__LwQ,MSSubClass__50,Exterior1st__BrkComm,Exterior1st__VinylSd,Functional__Min1,BldgType__Twnhs,FireplaceQu,Neighborhood__Somerst,Functional__Typ,BsmtFinType1__GLQ,LotShape__IR2,MoSold__5,GarageType__CarPort,Neighborhood__NoRidge,Heating__Wall,Neighborhood__NridgHt,Alley__Pave,TotalSF,KitchenQual,Condition1__Feedr,Heating__Grav,GarageFinish__No Garage,BsmtExposure,MSSubClass__120,RoofMatl__WdShake,Exterior1st__HdBoard,SalePrice
1,0,0,0,1,0,0,0.8977414603063211,1,0.6492047270274389,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,0.15747704540376914,0,0.5338305686557839,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12758014784646926,0,0,0,-0.5072951451971087,-0.009719039964690398,0,0,1,0,0,0,0,1.0437502187073582,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.04691404991791,0,1,1,1,0,0,0,0,-0.9246099128032265,0,0,0,0,0,1,0.61666893008334,1,0,1,0,0,0,0,-0.20913319374837117,0,0,1,0,0,1,0,0.15776233195619765,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5901578110415067,0,0,0,0,-0.2156364589963938,0,0,0,0,0,0,0,1.0015331968860886,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15350177661026865,0,0.16963124030871665,0,0,0,0,0,0,0,0,1,0,0,0.0010438362450241971,0,1,1,0,0,0,0,0,0,0,0.03027370185667376,0.7415185647590924,0,0,0,-0.6480119204930016,0,0,0,12.247699116372562
2,0,0,0,0,0,1,-0.39465167651644883,0,-0.06194515426933488,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,-0.6027929287640951,0,-0.5671527197050009,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12758014784646926,0,0,0,2.1871905440465516,-0.009719039964690398,0,0,1,0,0,0,0,-0.6835912329104947,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1553923693366879,0,0,0,0,0,0,0,0,0.6275849667213612,0,0,0,0,0,1,0.61666893008334,1,0,0,0,1,0,0,0.4981922185503925,0,0,1,0,0,1,1,-0.08103220402020758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35084198129487204,0,0,0,0,-0.0675577449586799,0,0,1,0,0,0,0,-0.0845329412320439,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15350177661026865,1,0.16963124030871665,0,0,0,0,0,0,0,0,0,0,0,-0.8057828263039871,0,1,0,0,1,0,0,0,0,0,-0.023502108748436654,-0.7710975407421293,1,0,0,2.2605550384519373,0,0,0,12.109016442313738
3,0,0,0,1,0,0,0.8498750478314037,1,0.6492047270274389,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,0.15747704540376914,0,0.3428436716952397,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12758014784646926,0,0,0,-0.5072951451971087,-0.009719039964690398,0,0,1,0,0,0,0,1.0437502187073582,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.9808754069118937,0,1,1,1,0,0,0,0,0.6275849667213612,0,0,0,0,0,1,0.61666893008334,1,0,1,0,0,0,0,-0.06766811128861845,0,0,1,0,0,1,0,0.32057678830374675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5901578110415067,0,0,0,0,0.14490301866064867,0,0,0,0,0,0,0,0.921083853321783,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15350177661026865,0,0.16963124030871665,0,0,0,0,0,0,0,0,1,0,0,-0.8057828263039871,0,1,1,0,0,0,0,0,0,0,0.2095264038737084,0.7415185647590924,0,0,0,0.3215103991553114,0,0,0,12.317171167298682
4,0,0,0,0,0,1,-0.6818501513659533,0,0.6492047270274389,0,0,0,0,0,0,0,0,0,0,0,0,-0.2301713547281517,0,-0.15752435121284789,0,0,1,0,0,0,0,-1.3630629029319592,0,-0.5671527197050009,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12758014784646926,0,0,0,-0.5072951451971087,3.4333532520692587,0,1,1,0,0,0,1,-0.6835912329104947,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.8587862423468138,1,0,1,1,0,0,0,0,0.6275849667213612,0,0,0,0,0,1,-0.8366880209714778,1,0,0,1,0,0,0,-0.44490833118129247,0,0,1,0,0,0,0,1.2838956550267449,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2688159335784454,0,0,0,0,-0.07399594991684137,0,1,0,0,0,0,1,0.8004098379753234,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15350177661026865,0,0.16963124030871665,0,0,0,0,0,0,0,0,0,0,0,1.0156526664083139,0,1,0,0,0,0,0,0,0,0,-0.08880130734035642,0.7415185647590924,0,0,0,-0.6480119204930016,0,0,0,11.849404844423075
5,0,0,0,1,0,0,0.7541422228815688,0,1.3603546083242128,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,0.15747704540376914,0,1.3988888666535437,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12758014784646926,0,0,0,-0.5072951451971087,-0.009719039964690398,0,0,1,0,0,0,0,1.0437502187073582,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.9478560854088853,0,1,1,1,0,0,0,0,0.6275849667213612,0,0,0,0,0,1,0.61666893008334,1,0,1,0,1,0,0,0.6868123284967296,0,0,1,0,0,1,0,2.0735457683123593,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5901578110415067,0,0,0,0,0.5324829571419692,0,0,0,0,0,0,0,0.8808591815396296,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15350177661026865,0,1.3849744755426652,0,0,0,0,0,0,0,0,1,0,0,-0.8057828263039871,0,1,1,0,0,0,1,0,0,0,1.0251261980512163,0.7415185647590924,0,0,0,1.2910327188036244,0,0,0,12.429220196836386
6,0,0,0,0,0,1,0.5148101605069818,0,-0.7730950355661087,0,1,0,1,1,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,0.9177470195716333,0,-0.5671527197050009,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.12758014784646926,0,0,0,-0.5072951451971087,-0.009719039964690398,0,1,0,0,0,0,0,-0.6835912329104947,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.7167208348878278,0,0,0,1,0,0,0,0,-0.9246099128032265,0,0,0,0,0,1,0.61666893008334,1,0,1,0,1,1,0,0.7339673559833136,0,0,1,0,0,0,0,-0.026760718571024567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35084198129487204,0,0,0,0,0.513812162763301,0,0,0,0,0,0,0,0.5992864790645581,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15350177661026865,0,-2.26105523015918,0,0,0,0,0,0,1,0,1,0,0,0.0010438362450241971,0,1,1,0,0,0,0,0,0,0,-0.49211988687868446,-0.7710975407421293,0,0,0,-0.6480119204930016,0,0,0,11.870606902224589
7,0,0,0,0,0,0,0.9934742852561558,0,1.3603546083242128,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,-0.6027929287640951,0,0.4776579519026827,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12758014784646926,0,0,0,-0.5072951451971087,-0.009719039964690398,0,0,1,0,0,0,0,1.0437502187073582,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1.0799333714209183,0,1,0,1,0,0,0,0,0.6275849667213612,0,0,0,0,0,1,2.0700258811381578,1,0,1,0,1,0,0,0.26241708111747114,0,0,1,0,0,1,1,0.39655686793260303,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9704998961681895,0,0,0,0,-0.0052359209636768465,0,0,0,0,0,0,0,1.0417578686682418,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.15350177661026865,0,0.16963124030871665,0,0,0,0,0,0,0,0,1,0,0,1.0156526664083139,1,1,1,0,0,0,0,0,0,0,1.0725001264414327,0.7415185647590924,0,0,0,1.2910327188036244,0,0,0,12.63460628389302
8,0,0,0,1,0,0,-0.5382509139412012,0,0.6492047270274389,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,0,1,0,0,0,0,0.9177470195716333,0,0.7809900823694296,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12758014784646926,0,0,0,0.3908667512174447,-0.009719039964690398,0,0,1,0,0,0,0,-0.6835912329104947,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.056334404827663234,0,0,1,0,0,0,0,0,2.179779846245949,1,0,0,0,0,1,0.61666893008334,1,0,0,1,1,1,0,0.4981922185503925,0,0,1,0,0,1,0,-0.015906421481187965,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5901578110415067,0,0,1,0,0.03313578058696552,0,0,0,0,0,0,0,-0.20520695657850307,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.15350177661026865,0,0.16963124030871665,0,0,0,0,0,0,0,0,0,0,0,-0.8057828263039871,0,1,0,0,0,0,0,0,0,0,0.8381912373763086,-0.7710975407421293,0,0,0,0.3215103991553114,0,0,1,12.206077645517675
9,0,0,0,0,0,1,-1.6391784008643016,0,0.6492047270274389,0,0,1,0,0,0,0,0,0,1,0,0,-0.2301713547281517,0,-0.15752435121284789,0,0,1,0,1,0,0,0.15747704540376914,0,-0.5671527197050009,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.12758014784646926,0,0,0,-0.5072951451971087,-0.009719039964690398,0,1,1,0,0,0,1,-0.6835912329104947,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,-1.3304770982986822,0,0,0,0,0,0,0,0,2.179779846245949,0,0,0,0,0,1,-0.8366880209714778,1,0,0,1,1,0,0,-0.8693035785605504,0,0,1,0,0,0,0,-0.059323609840534385,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2688159335784454,0,0,0,0,-0.5156568100467184,0,0,0,0,0,0,1,-1.894643171428932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-3.9160124749896963,0,-1.045711994925232,0,0,0,0,0,0,1,0,0,1,0,-0.8057828263039871,0,0,0,0,0,0,0,0,0,0,0.2351339327332848,-0.7710975407421293,0,0,0,-0.6480119204930016,0,0,0,11.774527900858464
10,0,0,0,0,0,1,-1.6391784008643016,0,-0.7730950355661087,0,1,0,1,0,0,0,0,0,0,0,0,-0.2301713547281517,0,0.8864324854613885,0,1,0,1,0,0,0,0.15747704540376914,0,-0.5671527197050009,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12758014784646926,1,0,0,0.3908667512174447,-0.009719039964690398,0,0,1,0,0,0,0,-0.6835912329104947,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-1.0663225262746165,0,0,0,0,0,0,0,0,2.179779846245949,0,0,0,0,0,1,-0.8366880209714778,1,0,0,0,0,0,0,-0.9164586060471347,0,0,1,0,0,1,0,-1.0511350064243539,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2688159335784454,0,0,0,0,-0.3482634811345201,0,0,0,0,0,0,0,-1.5728457971717071,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4.223016028210234,1,-1.045711994925232,0,0,0,0,0,0,0,0,0,0,0,-0.8057828263039871,0,1,1,0,0,0,0,0,0,0,-0.6073537667467782,-0.7710975407421293,0,0,0,-0.6480119204930016,0,0,0,11.678448377988165
