Id,LotShape__IR3,Neighborhood__NWAmes,MSSubClass__90,Exterior1st__WdShing,Foundation__PConc,Foundation__Wood,Exterior1st__Wd Sdng,HouseStyle__1Story,CentralAir__Y,MoSold__5,Exterior2nd__Brk Cmn,Heating__GasW,Functional__Typ,Exterior2nd__Plywood,SaleCondition__Partial,Exterior2nd__HdBoard,Neighborhood__Sawyer,Electrical__SBrkr,Exterior2nd__Stucco,Neighborhood__ClearCr,MSSubClass__45,MSSubClass__190,PavedDrive__P,Neighborhood__Mitchel,Exterior1st__AsphShn,Condition1__RRAe,Exterior2nd__Wd Sdng,GarageQual,GarageArea,YearBuilt,MSSubClass__30,Exterior2nd__AsphShn,Functional__Mod,GarageType__Detchd,BsmtFinType1__Rec,BldgType__2fmCon,Neighborhood__MeadowV,SaleType__New,BsmtFinType1__LwQ,Neighborhood__NoRidge,Exterior2nd__CmentBd,MoSold__9,Exterior1st__MetalSd,Fence__GdWo,LandContour__HLS,Condition2__PosN,MSSubClass__80,Condition2__PosA,RoofMatl__Tar&Grv,OverallCond,Condition1__Norm,Condition2__Feedr,MoSold__8,Neighborhood__Timber,ScreenPorch__1,Exterior2nd__BrkFace,SaleCondition__Normal,Exterior1st__Stucco,Neighborhood__NridgHt,KitchenQual,MiscFeature__Shed,HouseStyle__SLvl,RoofStyle__Gambrel,Condition1__PosA,Exterior2nd__ImStucc,GrLivArea,Condition1__RRNe,Neighborhood__NPkVill,Functional__Min2,GarageType__CarPort,Fence__MnWw,SaleCondition__Alloca,MSSubClass__160,MasVnrType__BrkFace,MoSold__4,Neighborhood__OldTown,3SsnPorch__1,GarageCars,GarageType__BuiltIn,BsmtQual,BedroomAbvGr,GarageFinish__Unf,Fence__No Fence,TotalSF,Neighborhood__Veenker,BldgType__TwnhsE,Functional__Sev,Fence__MnPrv,MasVnrType__No Masonry Veneer,YearRemodAdd,Functional__Min1,Exterior2nd__Wd Shng,Neighborhood__Somerst,Exterior2nd__VinylSd,SaleType__CWD,MSSubClass__70,BsmtExposure,Condition1__RRAn,Exterior1st__CemntBd,SaleCondition__Family,Exterior1st__VinylSd,MSZoning__FV,LotConfig__CulDSac,Neighborhood__Crawfor,MoSold__7,HouseStyle__SFoyer,Exterior2nd__MetalSd,MoSold__2,RoofStyle__Hip,Functional__Maj2,LotConfig__FR2,MSSubClass__180,MasVnrType__Stone,PoolArea__1,HeatingQC,Exterior2nd__Stone,LotArea,YrSold,OverallQual,BsmtFinType1__BLQ,FireplaceQu,BldgType__Twnhs,Neighborhood__StoneBr,MSSubClass__75,Neighborhood__Blueste,LotShape__IR2,GarageFinish__No Garage,MSSubClass__60,Neighborhood__NAmes,MSSubClass__120,GarageType__Attchd,LotFrontage,BsmtFinType1__No Basement,SaleCondition__AdjLand,MSSubClass__40,Fireplaces,Heating__Wall,Street__Pave,Exterior1st__HdBoard,Condition1__PosN,WoodDeckSF__1,MoSold__12,LandSlope__Sev,Neighborhood__BrkSide,MSSubClass__85,MSZoning__RM,Alley__No Alley,BsmtFinType1__Unf,Exterior1st__BrkComm,GarageCond,MSZoning__RL,OpenPorchSF__1,Neighborhood__Gilbert,Neighborhood__CollgCr,SaleType__Oth,Neighborhood__Edwards,Exterior1st__Plywood,MasVnrArea,LotConfig__Inside,Foundation__CBlock,SaleType__Con,SaleType__ConLw,LandSlope__Mod,Neighborhood__BrDale,MoSold__10,BsmtFinType1__GLQ,RoofStyle__Gable,TotalBaths,Foundation__Stone,GarageFinish__RFn,Electrical__FuseF,GarageYrBlt,HouseStyle__2.5Unf,GarageType__Basment,LandContour__Lvl,Alley__Pave,LandContour__Low,Exterior2nd__CBlock,GarageType__No Garage,SaleType__ConLD,MoSold__11,EnclosedPorch__1,TotRmsAbvGrd,LotConfig__FR3,LotShape__Reg,BldgType__Duplex,RoofMatl__WdShake,ExterQual,Exterior1st__CBlock,ExterCond,MasVnrType__None,Foundation__Slab,Heating__Grav,RoofStyle__Mansard,RoofMatl__WdShngl,SaleType__WD,PavedDrive__Y,Electrical__FuseP,MSSubClass__50,Condition1__Feedr,BsmtCond,Neighborhood__SawyerW,SaleType__ConLI,MoSold__6,HouseStyle__2Story,Exterior1st__BrkFace,HouseStyle__1.5Unf,RoofStyle__Shed,Neighborhood__SWISU,Condition1__RRNn,MSZoning__RH,Condition2__Norm,MoSold__3,Neighborhood__IDOTRR,SalePrice
1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,0.35804356671671733,1.052324407131098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5172362947592879,1,0,0,0,0,0,1,0,0,0.7415209326651778,0,0,0,0,0,0.39309631245505894,0,0,0,0,0,0,0,1,0,0,0,0.31327676877901117,0,0.6303545073483519,0.1631729980640734,0,1,0.011850298700036975,0,0,0,0,0,0.88042408328944,0,0,0,1,0,0,-0.650142454311517,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8928267578906046,0,-0.20219771427150582,0.13842358460841014,0.657758665216821,0,0.002056039815883832,0,0,0,0,0,0,1,0,0,1,-0.23222286661338534,0,0,0,-0.9519510864697377,0,1,0,0,0,0,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,1,0,0,0,0.5234237513775988,1,0,0,0,0,0,0,1,1,1.6540966751666109,0,1,0,1.0224544909338824,0,0,1,0,0,0,0,0,0,0,0.9213102810477773,0,1,0,0,1.0604451297744593,0,-0.23837128912124986,0,0,0,0,0,1,1,0,0,0,-0.039621341189839385,0,0,0,1,0,0,0,0,0,0,1,0,0,12.247699116372562
2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,-0.05659310684582666,0.15799984077342824,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.1774476675683023,0,0,0,0,0,0,1,0,0,-0.7695224224301563,0,0,0,0,0,-0.4890317382014637,0,0,0,0,0,0,0,0,0,0,0,0.31327676877901117,0,0.6303545073483519,0.1631729980640734,0,1,-0.04241243541026364,1,0,0,0,0,-0.42769250894242744,0,0,0,0,0,0,2.2656907361083047,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.8928267578906046,0,-0.08479428054317284,-0.6141255302214936,-0.0693690853301503,0,-0.8521252888073285,0,0,0,0,0,0,0,0,0,1,0.4665078761188427,0,0,0,0.6082207166645792,0,1,0,0,1,0,0,0,0,0,1,0,0,0.11230213656166942,1,0,0,0,0,0,0,-0.5709990188023237,0,1,0,0,0,0,0,0,1,0.3742141176956858,0,1,0,-0.10355923774964543,0,0,1,0,0,0,0,0,0,0,-0.3164482062612235,0,1,0,0,-0.689349382208992,0,-0.23837128912124986,1,0,0,0,0,1,1,0,0,1,-0.039621341189839385,0,0,0,0,0,0,0,0,0,0,1,0,0,12.109016442313738
3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,0.6407503896002701,0.9860781429564557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.5172362947592879,1,0,0,0,0,0,1,0,0,0.7415209326651778,0,0,0,0,0,0.5427430353342905,0,0,0,0,0,0,0,1,0,0,0,0.31327676877901117,0,0.6303545073483519,0.1631729980640734,0,1,0.1927260790677057,0,0,0,0,0,0.8319753206141856,0,0,0,1,0,0,0.3218019424950903,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8928267578906046,0,0.08365412437139186,0.13842358460841014,0.657758665216821,0,-0.8521252888073285,0,0,0,0,0,0,1,0,0,1,-0.09247671806693974,0,0,0,0.6082207166645792,0,1,0,0,0,0,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,1,0,0,0,0.33357490348924485,1,0,0,0,0,0,0,1,1,1.6540966751666109,0,1,0,0.9390460665869543,0,0,1,0,0,0,0,0,0,0,-0.3164482062612235,0,0,0,0,1.0604451297744593,0,-0.23837128912124986,0,0,0,0,0,1,1,0,0,0,-0.039621341189839385,0,0,0,1,0,0,0,0,0,0,1,0,0,12.317171167298682
4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,0.8009509225676167,-1.8625112165531588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5172362947592879,1,0,0,0,0,0,0,0,0,0.7415209326651778,0,0,0,0,0,0.4068795632465671,0,0,0,0,0,0,0,0,0,0,0,1.651822962652968,0,-0.8616904073874944,0.1631729980640734,1,1,-0.10830289825848582,0,0,0,0,0,-0.7183850849939535,0,1,0,0,0,1,-0.650142454311517,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.14951986570443615,0,-0.089898777661796,-1.3666746450513974,0.657758665216821,0,1.0006060436993551,0,0,0,0,0,0,0,0,0,0,-0.46513311419079467,0,0,0,0.6082207166645792,0,1,0,0,0,0,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,0,0,0,0,-0.5709990188023237,0,0,0,0,0,0,0,0,1,-0.2657271610397767,0,0,0,0.8139334300665624,0,0,1,0,0,0,0,0,0,1,0.3024310373932769,0,0,0,0,-0.689349382208992,0,-0.23837128912124986,1,0,0,0,0,1,1,0,0,0,3.4769609586233075,0,0,0,1,0,0,0,0,0,0,1,0,0,11.849404844423075
5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,1.7150363165577704,0.9529550108691346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5172362947592879,1,0,0,0,0,0,1,0,0,0.7415209326651778,0,0,0,0,0,1.3539857962059139,0,0,0,0,0,0,0,1,0,0,0,1.651822962652968,0,0.6303545073483519,1.3886526794009535,0,1,1.0157108797405985,0,0,0,0,0,0.7350777952636769,0,0,0,1,0,0,1.2937463393016975,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.8928267578906046,0,0.39094485091250686,0.13842358460841014,1.3848864157637923,0,-0.8521252888073285,0,0,0,0,0,0,1,0,0,1,0.6528360741807702,0,0,0,0.6082207166645792,0,1,0,0,1,1,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,0,0,0,0,1.3833273565189665,0,0,0,0,0,0,0,1,1,1.6540966751666109,0,1,0,0.8973418544134903,0,0,1,0,0,0,0,0,0,0,1.5401895247022777,0,0,0,0,1.0604451297744593,0,-0.23837128912124986,0,0,0,0,0,1,1,0,0,0,-0.039621341189839385,0,0,0,1,0,0,0,0,0,0,1,0,0,12.429220196836386
6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.10219277686551524,0.03764250078202425,0.7210930862578869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5172362947592879,1,0,0,0,0,0,1,0,0,-0.7695224224301563,1,0,0,0,0,-0.2921281554656327,0,0,0,0,0,0,0,0,0,0,1,0.31327676877901117,0,0.6303545073483519,-2.287786364609687,1,0,-0.5152734040857404,0,0,0,1,0,0.4928339818874052,0,0,0,1,0,0,-0.650142454311517,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8928267578906046,0,0.37614180926849966,0.8909726994383139,-0.7964968358771216,0,0.002056039815883832,0,0,0,0,0,0,0,0,0,1,0.699418123696252,0,0,0,-0.9519510864697377,0,1,0,0,1,0,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,0,0,0,0,-0.5709990188023237,1,0,0,0,0,0,1,1,1,0.3742141176956858,0,0,0,0.6054123691992425,0,0,1,0,0,0,0,0,0,0,-0.9353274499157239,0,0,0,0,-0.689349382208992,0,-0.23837128912124986,1,0,0,0,0,1,1,0,1,0,-0.039621341189839385,0,0,0,0,0,0,0,0,0,0,1,0,0,11.870606902224589
7,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,0.7726802402792614,1.085447539218419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5172362947592879,1,0,1,0,0,0,1,0,0,0.7415209326651778,0,0,0,0,0,0.361591739217326,0,0,0,0,0,0,0,0,0,0,0,0.31327676877901117,0,2.122399422084198,0.1631729980640734,0,1,1.0635137645520536,0,0,0,0,0,0.9773216086399487,0,0,1,1,0,0,1.2937463393016975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8928267578906046,0,-0.035382748434900524,-0.6141255302214936,1.3848864157637923,0,1.0006060436993551,0,0,0,0,0,0,0,0,0,1,0.23359762854143334,0,0,0,0.6082207166645792,0,1,0,0,1,0,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,0,0,0,0,0.4675858549398476,1,0,0,0,0,0,0,1,1,1.0141553964311485,0,1,0,1.0641587031073463,0,0,1,0,0,0,0,0,0,0,0.3024310373932769,0,1,0,0,1.0604451297744593,0,-0.23837128912124986,0,0,0,0,0,1,1,0,0,0,-0.039621341189839385,0,0,0,0,0,0,0,0,0,0,1,0,0,12.63460628389302
8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.10219277686551524,0.05648962230759443,0.05863044451146495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38099169268324223,0,0,0,0,0,0,1,0,0,-0.7695224224301563,1,0,0,0,0,1.1413299268512165,0,0,0,0,0,0,0,0,0,0,0,0.31327676877901117,0,0.6303545073483519,0.1631729980640734,0,1,0.8270832802143153,0,0,0,0,0,-0.5730387969681905,0,0,0,0,0,0,0.3218019424950903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8928267578906046,0,-0.004959945607906417,0.8909726994383139,0.657758665216821,0,-0.8521252888073285,0,0,0,0,0,0,1,0,0,1,0.4665078761188427,0,0,0,2.1683925197988962,0,1,1,1,1,0,0,0,0,0,1,0,0,0.11230213656166942,1,1,0,0,0,0,0,0.7691104957037038,0,1,0,0,0,0,0,0,1,1.6540966751666109,0,1,0,-0.2286718742700374,0,0,1,0,0,0,0,0,1,1,0.3024310373932769,0,0,0,0,-0.689349382208992,0,-0.23837128912124986,0,0,0,0,0,1,1,0,0,0,-0.039621341189839385,0,0,0,1,0,0,0,0,0,0,1,0,0,12.206077645517675
9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.034109275038514,-0.018898863794686298,-1.3325411031560213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5172362947592879,0,0,0,0,0,0,0,0,0,-0.7695224224301563,0,0,0,0,0,0.5191146054059907,0,0,0,0,0,0,0,0,1,1,0,0.31327676877901117,0,-0.8616904073874944,-1.0623066832728068,1,1,0.21856547626308695,0,0,0,0,0,-1.6873603384990405,1,1,0,0,0,0,-0.650142454311517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14951986570443615,0,-0.44006727999934564,0.13842358460841014,0.657758665216821,0,-0.8521252888073285,0,0,0,0,0,0,0,0,0,0,-0.8843715598301315,0,0,0,2.1683925197988962,0,1,0,0,1,0,0,0,0,1,1,1,0,0.11230213656166942,0,0,0,0,0,0,0,-0.5709990188023237,1,0,0,0,0,0,0,0,1,-0.2657271610397767,0,0,1,-1.980248785555525,0,0,1,0,0,0,0,0,0,1,0.9213102810477773,0,1,0,0,-0.689349382208992,0,-0.23837128912124986,1,0,0,0,0,1,1,0,1,0,-0.039621341189839385,0,0,0,0,1,0,0,0,0,0,1,0,0,11.774527900858464
10,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.238494828769545,-1.258097104100926,-1.0675560464574525,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.38099169268324223,0,0,0,0,0,0,1,0,0,-0.7695224224301563,0,0,0,0,0,-0.8533033662627509,0,0,0,0,0,0,0,0,0,0,0,-1.0252694250949455,0,-0.8616904073874944,-1.0623066832728068,0,1,-0.631550691464956,0,0,0,0,0,-1.6873603384990405,0,0,0,0,0,0,-0.650142454311517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.8928267578906046,0,-0.3073503549151432,0.13842358460841014,-0.7964968358771216,0,-0.8521252888073285,0,0,0,0,0,0,0,0,0,1,-0.9309536093456134,0,0,0,2.1683925197988962,0,1,0,0,0,0,0,1,0,0,1,0,0,0.11230213656166942,1,1,0,0,0,0,0,-0.5709990188023237,0,0,0,0,0,0,0,1,1,-0.2657271610397767,0,1,0,-1.6466150881678132,0,0,1,0,0,0,0,0,0,0,-0.9353274499157239,0,1,0,0,-0.689349382208992,0,-0.23837128912124986,1,0,0,0,0,1,1,0,0,0,-0.039621341189839385,0,0,0,0,0,1,0,0,0,0,0,0,0,11.678448377988165
